iter	Passed	Remaining
1505	5391	66213
1506	5395	66210
1507	5399	66206
1508	5403	66211
1509	5407	66217
1510	5411	66216
1511	5415	66214
1512	5419	66215
1513	5422	66208
1514	5425	66202
1515	5429	66197
1516	5433	66196
1517	5436	66191
1518	5439	66185
1519	5443	66184
1520	5447	66179
1521	5450	66174
1522	5454	66170
1523	5457	66165
1524	5461	66160
1525	5465	66164
1526	5469	66163
1527	5472	66159
1528	5476	66162
1529	5480	66159
1530	5483	66155
1531	5488	66158
1532	5493	66175
1533	5496	66165
1534	5500	66161
1535	5503	66160
1536	5508	66168
1537	5511	66165
1538	5516	66168
1539	5519	66164
1540	5523	66158
1541	5526	66151
1542	5530	66151
1543	5533	66146
1544	5536	66139
1545	5540	66135
1546	5543	66128
1547	5548	66131
1548	5551	66128
1549	5555	66125
1550	5558	66122
1551	5562	66117
1552	5565	66112
1553	5569	66112
1554	5573	66114
1555	5577	66116
1556	5582	66123
1557	5586	66124
1558	5589	66119
1559	5593	66113
1560	5596	66110
1561	5600	66109
1562	5604	66105
1563	5607	66102
1564	5612	66109
1565	5615	66100
1566	5619	66100
1567	5622	66094
1568	5627	66101
1569	5630	66100
1570	5634	66091
1571	5638	66095
1572	5641	66091
1573	5645	66088
1574	5648	66083
1575	5652	66077
1576	5655	66072
1577	5659	66068
1578	5663	66066
1579	5666	66062
1580	5670	66057
1581	5673	66055
1582	5677	66055
1583	5680	66048
1584	5684	66040
1585	5687	66037
1586	5691	66035
1587	5695	66031
1588	5699	66038
1589	5703	66037
1590	5706	66033
1591	5710	66034
1592	5714	66033
1593	5718	66029
1594	5721	66025
1595	5725	66021
1596	5728	66017
1597	5733	66028
1598	5738	66034
1599	5741	66029
1600	5745	66025
1601	5748	66023
1602	5753	66029
1603	5757	66033
1604	5760	66024
1605	5764	66017
1606	5767	66013
1607	5770	66005
1608	5774	66007
1609	5778	66007
1610	5781	65998
1611	5786	66003
1612	5790	66009
1613	5794	66010
1614	5798	66006
1615	5801	66000
1616	5805	65995
1617	5808	65989
1618	5811	65983
1619	5816	65987
1620	5820	65988
1621	5823	65988
1622	5827	65985
1623	5831	65983
1624	5834	65978
1625	5839	65982
1626	5842	65977
1627	5846	65974
1628	5849	65966
1629	5853	65966
1630	5856	65960
1631	5860	65958
1632	5864	65955
1633	5867	65950
1634	5871	65948
1635	5874	65943
1636	5878	65942
1637	5882	65941
1638	5885	65938
1639	5889	65935
1640	5893	65934
1641	5896	65925
1642	5900	65926
1643	5904	65924
1644	5908	65927
1645	5911	65922
1646	5915	65918
1647	5919	65914
1648	5923	65918
1649	5927	65920
1650	5931	65925
1651	5935	65927
1652	5939	65929
1653	5944	65936
1654	5948	65936
1655	5951	65932
1656	5955	65930
1657	5959	65933
1658	5964	65939
1659	5968	65937
1660	5971	65935
1661	5975	65935
1662	5980	65940
1663	5983	65937
1664	5986	65928
1665	5990	65920
1666	5994	65929
1667	5998	65925
1668	6001	65919
1669	6007	65934
1670	6010	65929
1671	6014	65930
1672	6018	65925
1673	6021	65918
1674	6024	65914
1675	6028	65909
1676	6032	65907
1677	6035	65902
1678	6039	65897
1679	6042	65896
1680	6046	65890
1681	6050	65890
1682	6053	65884
1683	6057	65881
1684	6061	65879
1685	6064	65876
1686	6068	65871
1687	6071	65868
1688	6075	65866
1689	6079	65869
1690	6084	65875
1691	6087	65873
1692	6091	65865
1693	6095	65869
1694	6099	65866
1695	6102	65860
1696	6106	65856
