iter	Logloss
1513	0.4210002257
1514	0.4209274318
1515	0.4208627756
1516	0.4208491809
1517	0.4208207981
1518	0.4207928501
1519	0.4207582589
1520	0.4207414657
1521	0.4207017242
1522	0.420620447
1523	0.4205473349
1524	0.4205231974
1525	0.4204686631
1526	0.4204351406
1527	0.4204096116
1528	0.4203795471
1529	0.4202812526
1530	0.4202271342
1531	0.4201954884
1532	0.4201703927
1533	0.4201445105
1534	0.4201205243
1535	0.4200781297
1536	0.4200345869
1537	0.4199880921
1538	0.4199492587
1539	0.4198988924
1540	0.4198203806
1541	0.4197942719
1542	0.4197461508
1543	0.4196675955
1544	0.4196554435
1545	0.4196213052
1546	0.4195768779
1547	0.419545613
1548	0.4195441684
1549	0.4195051671
1550	0.4194707712
1551	0.4194439311
1552	0.4194015473
1553	0.4193686006
1554	0.419360982
1555	0.4193044151
1556	0.4192493413
1557	0.4192371797
1558	0.4192084777
1559	0.4191810993
1560	0.4191361934
1561	0.4191160104
1562	0.4190922953
1563	0.4190827402
1564	0.4190640358
1565	0.419017149
1566	0.4189906004
1567	0.4189605066
1568	0.4189333987
1569	0.4188936116
1570	0.4188435927
1571	0.4188171383
1572	0.4187877665
1573	0.4187784757
1574	0.4187501897
1575	0.4187251714
1576	0.4186911445
1577	0.4186777158
1578	0.4186561239
1579	0.418602235
1580	0.4185939814
1581	0.4185760128
1582	0.4185536691
1583	0.4184578566
1584	0.4184142801
1585	0.4183629923
1586	0.4183530177
1587	0.4183004993
1588	0.4182776073
1589	0.4182465984
1590	0.4182346723
1591	0.4182109391
1592	0.4181192808
1593	0.4180874676
1594	0.4180637768
1595	0.4180374849
1596	0.4180119127
1597	0.4179874879
1598	0.4179460094
1599	0.4179165795
1600	0.4178975787
1601	0.4178889897
1602	0.4178454026
1603	0.4177803108
1604	0.4177163437
1605	0.4176912247
1606	0.4176596086
1607	0.4176065485
1608	0.4175868144
1609	0.4175230642
1610	0.4174624083
1611	0.4173974107
1612	0.4173746311
1613	0.4173534356
1614	0.4173308019
1615	0.417257858
1616	0.4172119052
1617	0.4171782496
1618	0.4171566829
1619	0.4171126116
1620	0.4170822094
1621	0.4170100529
1622	0.4169449221
1623	0.4168783191
1624	0.4168424525
1625	0.4168371177
1626	0.4167676477
1627	0.4167471914
1628	0.4166857264
1629	0.4166648459
1630	0.4166167226
1631	0.4165904888
1632	0.4165489918
1633	0.4165199062
1634	0.4164958251
1635	0.4164452459
1636	0.4163939264
1637	0.416377058
1638	0.416348647
1639	0.416332389
1640	0.4162952223
1641	0.416291052
1642	0.4162329767
1643	0.416205232
1644	0.416170993
1645	0.416137734
1646	0.4161107951
1647	0.4160715479
1648	0.4160323518
1649	0.4159726513
1650	0.4159188688
1651	0.4159026955
1652	0.4158606838
1653	0.4158338251
1654	0.4158238148
1655	0.4158172748
1656	0.4157369507
1657	0.4156798417
1658	0.4156390074
1659	0.4156146596
1660	0.4155585627
1661	0.4155134225
1662	0.4155031615
1663	0.4154602259
1664	0.4154238575
1665	0.4153578249
1666	0.4153108649
1667	0.4152765327
1668	0.4152345915
1669	0.415180889
1670	0.4151466182
1671	0.4151025926
1672	0.4150904078
1673	0.4150662603
1674	0.4150414152
1675	0.4150021172
1676	0.4149690137
1677	0.4149145913
1678	0.4149019886
1679	0.4148667458
1680	0.4148254393
1681	0.4147541639
1682	0.4147369916
1683	0.4147241075
1684	0.4146863847
1685	0.4146181547
1686	0.4145397135
1687	0.4144604472
1688	0.4144214113
1689	0.4143522312
1690	0.4143325948
1691	0.4143185297
1692	0.4142629459
1693	0.4142074795
1694	0.4141253108
1695	0.4140382258
1696	0.4140114583
1697	0.4139859529
1698	0.4139571214
1699	0.4139336171
1700	0.4138841569
1701	0.4138479844
1702	0.4138350769
1703	0.4137519122
1704	0.4136837696
1705	0.4136672475
1706	0.4136453706
1707	0.4136237291
1708	0.4136018698
1709	0.4135946144
1710	0.413529459
1711	0.413524691
1712	0.4134657798
1713	0.4134245352
1714	0.41339162
1715	0.4133149829
1716	0.4132279096
1717	0.4131604302
1718	0.4131325082
1719	0.4131160082
1720	0.4130847752
1721	0.413016471
1722	0.4130123998
1723	0.4129848199
1724	0.4129102548
1725	0.4128689099
1726	0.4128295969
1727	0.4127872232
1728	0.4127784928
1729	0.4127605844
1730	0.4127414077
1731	0.4127398103
1732	0.4127163852
1733	0.4126917006
1734	0.4126871
1735	0.4126855361
1736	0.4126222168
1737	0.4125232661
1738	0.4124763763
1739	0.4124520292
1740	0.4124383969
1741	0.4123887307
1742	0.412332786
1743	0.4122976371
1744	0.4122693068
1745	0.4121966791
1746	0.4121776086
1747	0.4121049764
1748	0.4120426754
1749	0.412021766
1750	0.4120014356
1751	0.4119825007
1752	0.4119388199
1753	0.4118943335
1754	0.4118439014
1755	0.4118301118
1756	0.4118143023
1757	0.4117653857
1758	0.4117395531
1759	0.4117031498
1760	0.4116735872
1761	0.4116354182
1762	0.4116171165
1763	0.4116140042
1764	0.4115549944
1765	0.4115275591
1766	0.4114558185
1767	0.4114489259
1768	0.4113844382
1769	0.4113662228
1770	0.4113351911
1771	0.4113204173
1772	0.4112863837
1773	0.4112371036
1774	0.4111756561
1775	0.4111014968
1776	0.4110364162
1777	0.4110068606
1778	0.4109691303
1779	0.4109558747
1780	0.4109379493
1781	0.4108933566
1782	0.4108572636
1783	0.4108242963
1784	0.4107744197
1785	0.410769824
1786	0.4107529621
1787	0.4107481197
1788	0.4106788151
1789	0.4106283552
1790	0.4105932245
1791	0.4105163606
1792	0.4104949579
1793	0.4104895637
1794	0.4104736077
1795	0.4104219471
1796	0.4104183578
1797	0.4103974727
1798	0.4103651857
1799	0.4103511599
1800	0.4103142886
1801	0.4103020279
1802	0.4102958365
1803	0.4102432588
1804	0.4102009174
1805	0.4101571267
1806	0.4101206343
1807	0.4100828234
1808	0.4100583625
1809	0.4100413986
1810	0.4100188139
1811	0.4099446685
1812	0.4098848283
1813	0.4098556616
1814	0.4098226403
1815	0.40977688
1816	0.4097272374
1817	0.4096937004
1818	0.4096605566
1819	0.4096227536
1820	0.40958101
1821	0.409570445
1822	0.4095430098
1823	0.4094961625
1824	0.4094849432
1825	0.4094517831
1826	0.4094257336
1827	0.4093945757
1828	0.4093563529
1829	0.4093037511
1830	0.4092750335
1831	0.4092524272
1832	0.4092034001
1833	0.4091844461
1834	0.4091454374
1835	0.4091226902
1836	0.4091090296
1837	0.4090906584
1838	0.409069208
1839	0.4090217745
1840	0.4089672004
1841	0.4089432884
1842	0.4088982687
1843	0.4088356864
1844	0.4087952445
1845	0.4087886977
1846	0.4087695783
1847	0.4087361561
1848	0.4086786095
1849	0.4086158889
1850	0.4086086188
1851	0.4085660096
1852	0.4085456521
1853	0.4085290706
1854	0.4084961651
1855	0.4084493735
1856	0.4084189237
1857	0.4083964102
1858	0.4083695805
1859	0.4083586376
1860	0.4082836914
1861	0.4082446677
1862	0.4081873515
1863	0.4081671834
1864	0.4081380577
1865	0.4081336464
1866	0.4080868922
1867	0.4080670273
1868	0.4080551116
1869	0.408006441
1870	0.4079871732
1871	0.4079826306
1872	0.4079427286
1873	0.4079298578
1874	0.4078608599
1875	0.4078560003
1876	0.4078480332
1877	0.4078135382
1878	0.4077685405
1879	0.4077216267
1880	0.4076312617
1881	0.4076146726
1882	0.4075941228
1883	0.4075733962
1884	0.4075414632
1885	0.407527195
1886	0.407498766
1887	0.4074632159
1888	0.4074502389
1889	0.4074148732
1890	0.407377141
1891	0.4073643271
1892	0.4073476442
1893	0.4072785302
1894	0.4072265501
1895	0.4072094439
1896	0.4071861283
1897	0.4071456773
1898	0.4071301996
1899	0.4071225882
1900	0.4071040646
1901	0.4070608495
1902	0.4070151588
1903	0.4069706858
1904	0.4069588717
1905	0.4069354616
1906	0.4068701587
1907	0.4068545484
1908	0.4068143213
1909	0.4067830107
1910	0.4067615507
1911	0.4067241466
1912	0.4066435356
1913	0.4065701677
1914	0.4065145583
1915	0.4064599338
1916	0.4064261084
1917	0.4063833908
1918	0.4063777808
1919	0.406329525
1920	0.4062707029
1921	0.4062426102
1922	0.406197455
1923	0.4061736883
1924	0.4061605081
1925	0.4060986985
1926	0.4060448853
1927	0.4060293659
1928	0.4060134586
1929	0.4059624285
1930	0.4059296424
1931	0.4059061794
1932	0.4058900627
1933	0.405847722
1934	0.4058282414
1935	0.4058154306
1936	0.4057791131
1937	0.4057428194
1938	0.4056915173
1939	0.4056643084
1940	0.4056614385
1941	0.4056192925
1942	0.4055848917
1943	0.4055658643
1944	0.405557697
1945	0.4055093533
1946	0.4054518382
1947	0.4054187637
1948	0.4054066513
1949	0.4053413031
1950	0.4052894547
1951	0.4052607765
1952	0.405244572
1953	0.4052047108
1954	0.4051405209
1955	0.4051053274
1956	0.4050810563
1957	0.4050300253
1958	0.4050158993
1959	0.4049924569
1960	0.404955632
1961	0.404931491
1962	0.4048821553
1963	0.4048289354
1964	0.4047711304
1965	0.4047219917
1966	0.4046900255
1967	0.404639455
1968	0.4045922579
1969	0.4045721855
1970	0.4045539309
1971	0.4045025284
1972	0.4045001863
1973	0.4044900817
1974	0.4044526008
1975	0.4044407847
1976	0.404419211
1977	0.4043874192
1978	0.4043727707
1979	0.4043584384
1980	0.404326827
1981	0.4043040571
1982	0.4042842229
1983	0.4042476591
1984	0.4042158321
1985	0.4041647848
1986	0.4040919153
1987	0.4040628148
1988	0.4040106254
1989	0.4039399608
1990	0.4039006976
1991	0.4038557201
1992	0.4038205634
1993	0.4037905645
1994	0.4037418643
1995	0.4037233566
1996	0.4036413014
1997	0.4036183772
1998	0.4036034714
1999	0.4035295647
2000	0.4034858343
2001	0.4034516252
2002	0.4033855596
2003	0.4033300694
2004	0.4032883966
2005	0.4032642894
2006	0.4032187927
2007	0.4031998317
2008	0.4031770548
2009	0.4031359417
2010	0.4031148813
2011	0.4030681244
2012	0.4030253104
2013	0.4030009017
2014	0.4029386078
2015	0.4029197868
2016	0.4029040183
2017	0.4028532598
2018	0.4028131702
2019	0.4028106122
2020	0.4027900982
2021	0.4027723333
2022	0.4027621147
2023	0.4027342108
2024	0.4027277804
2025	0.4026656924
2026	0.4026089114
2027	0.4025787585
2028	0.4025580322
2029	0.4025426682
2030	0.4025236458
2031	0.4024892945
2032	0.4024507478
2033	0.4024219757
2034	0.4023702516
2035	0.4023614918
2036	0.4023423421
2037	0.4022950884
2038	0.4022579121
2039	0.4022162735
2040	0.4021834638
2041	0.4021521914
2042	0.4021205148
2043	0.4020723236
2044	0.4020531258
2045	0.402044791
2046	0.402036527
2047	0.4019861332
2048	0.4019016925
2049	0.4018986357
2050	0.4018730013
2051	0.4018654474
2052	0.4017978265
2053	0.4017436788
2054	0.4016960967
2055	0.4016626939
2056	0.4016383227
2057	0.4015822246
2058	0.4015360747
2059	0.4014895586
2060	0.4014794143
2061	0.4014618899
2062	0.4014384512
2063	0.4014031195
2064	0.4013422809
2065	0.4013258561
2066	0.4012863595
2067	0.401252116
2068	0.4011973205
2069	0.401158282
2070	0.4011218269
2071	0.4010980626
2072	0.4010198674
2073	0.4010047861
2074	0.4009869783
2075	0.4009744378
2076	0.4009527264
2077	0.4009202767
2078	0.400874847
2079	0.4008654643
2080	0.4008246273
2081	0.4007651035
2082	0.4007527114
2083	0.4007185718
2084	0.4006634292
2085	0.4006224153
2086	0.4005612395
2087	0.400534911
2088	0.4004740499
2089	0.4004587281
2090	0.4003914438
2091	0.4003587579
2092	0.4003564387
2093	0.4003405644
2094	0.4003111874
2095	0.4002937433
2096	0.4002594287
2097	0.4002399148
2098	0.4002120017
2099	0.4001903641
2100	0.4001521524
2101	0.4001136036
2102	0.4000696559
2103	0.4000543569
2104	0.4000427581
2105	0.3999935703
2106	0.3999132837
2107	0.3998911585
2108	0.3998334187
2109	0.3998076763
2110	0.3997630913
2111	0.3997058175
2112	0.3996766756
2113	0.3996021929
2114	0.3995791801
2115	0.3995411709
2116	0.3995100754
2117	0.3994856089
2118	0.3994055657
2119	0.3993778972
2120	0.3993654303
2121	0.399268749
2122	0.3992224602
2123	0.3992069282
2124	0.3991818559
2125	0.3991364489
2126	0.3990955484
2127	0.3990707069
2128	0.3990133296
2129	0.398982733
2130	0.3989521712
2131	0.3989206001
2132	0.3988669706
2133	0.3988580556
2134	0.3988171743
2135	0.3987861164
2136	0.3987598061
2137	0.3987082194
2138	0.3986691955
2139	0.3986319453
2140	0.3985875794
2141	0.3985187472
2142	0.3984796421
2143	0.39846811
2144	0.3984572328
2145	0.3984545326
2146	0.3984462636
2147	0.3984166943
2148	0.3983948585
2149	0.3983637987
2150	0.3983550437
2151	0.3983154123
2152	0.3982735476
2153	0.3982131353
2154	0.3981748963
2155	0.3981343771
2156	0.3981086773
2157	0.3980887911
2158	0.3980620477
2159	0.3980339805
2160	0.3979783073
2161	0.3979638332
2162	0.3979163549
2163	0.3978713982
2164	0.3978200218
2165	0.397767569
2166	0.3977465038
2167	0.3977262807
2168	0.3976829996
2169	0.3976779968
2170	0.3976246432
2171	0.3976085983
2172	0.3975595604
2173	0.3975357648
2174	0.3974559334
2175	0.3974407124
2176	0.3973991772
2177	0.3973621135
2178	0.3973393107
2179	0.3973054966
2180	0.3972523691
2181	0.3972120492
2182	0.3971925707
2183	0.3971103244
2184	0.3970788075
2185	0.3970561337
2186	0.3970445142
2187	0.3969945927
2188	0.3969584521
2189	0.3969153355
2190	0.3968830165
2191	0.3968690421
2192	0.3968380997
2193	0.3967860939
2194	0.3967403511
2195	0.396719658
2196	0.3966963444
2197	0.3966317229
2198	0.3966079397
2199	0.3965692826
2200	0.3965639016
2201	0.3965418941
2202	0.3965244903
2203	0.3965118066
2204	0.3964896792
2205	0.39646403
2206	0.3964139678
2207	0.3963911326
2208	0.3963599158
2209	0.3963143933
2210	0.3962736479
2211	0.3961874755
2212	0.3961450933
2213	0.3961170455
2214	0.3961077016
2215	0.3960816013
2216	0.3960515479
2217	0.3960244361
2218	0.3960178482
2219	0.3959977866
2220	0.3959450647
2221	0.3959283898
2222	0.3959008118
2223	0.3958651552
2224	0.3958354588
2225	0.3958151937
2226	0.3957645651
2227	0.3957267312
2228	0.3956664242
2229	0.3956378528
2230	0.3956196758
2231	0.395576267
2232	0.3955544158
2233	0.3955202949
2234	0.3954991244
2235	0.3954373164
2236	0.3954181983
2237	0.3953993099
2238	0.3953457915
2239	0.395305121
2240	0.3952836608
2241	0.3952032833
2242	0.3951464437
2243	0.3951366122
2244	0.3951025965
2245	0.3950791633
2246	0.3950517437
2247	0.3950163161
2248	0.394949354
2249	0.3949372964
2250	0.3949076784
2251	0.3949011463
2252	0.3948489138
2253	0.39482464
2254	0.3947689194
2255	0.3947628872
2256	0.3947188097
2257	0.3946921493
2258	0.3946702204
2259	0.3946224405
2260	0.3945724406
2261	0.3945397083
2262	0.3945275776
2263	0.3944759694
2264	0.3944416299
2265	0.3944273371
2266	0.3943902244
2267	0.3943757395
2268	0.3943479584
2269	0.3943296076
2270	0.3942991483
2271	0.3942718412
2272	0.3942119044
2273	0.3941937582
2274	0.3941844707
2275	0.3941099351
2276	0.3940673176
2277	0.3940595834
2278	0.3940405572
2279	0.3940191343
2280	0.3940060673
2281	0.3939803752
2282	0.3939268794
2283	0.3938755599
2284	0.3938222662
2285	0.3937928176
2286	0.3937569466
2287	0.3937106555
2288	0.39370498
2289	0.3936405915
2290	0.3935968812
2291	0.3935528539
2292	0.3934851343
2293	0.3934327015
2294	0.3934282283
2295	0.3934099035
2296	0.3933712353
2297	0.3933636568
2298	0.3933190406
2299	0.3932408596
2300	0.393207301
2301	0.3931861696
2302	0.3931446698
2303	0.3931033633
2304	0.3930844481
2305	0.3930268403
2306	0.3930101722
2307	0.3929853594
2308	0.3928981535
2309	0.3928520362
2310	0.3928198314
2311	0.3927927135
2312	0.3927689221
2313	0.3927585844
2314	0.392724729
2315	0.3927016508
2316	0.3926436047
2317	0.3926171174
2318	0.3926084869
2319	0.3925628686
2320	0.3925062075
2321	0.3924810169
2322	0.3924343017
2323	0.3923998795
2324	0.3923814871
2325	0.3923695705
2326	0.3923617667
2327	0.3923468097
2328	0.3923422792
2329	0.3922707083
2330	0.3922477931
2331	0.3922149969
2332	0.3921931909
2333	0.3921586094
2334	0.3921392898
2335	0.3921214554
2336	0.3920739659
2337	0.3920542949
2338	0.3920396588
2339	0.3920020535
2340	0.3919665298
2341	0.3919496874
2342	0.3919272297
2343	0.3918997245
2344	0.3918786518
2345	0.3918733984
2346	0.3918510047
2347	0.3918134301
2348	0.3918124139
2349	0.3917912209
2350	0.3917829787
2351	0.3917242743
2352	0.3916659012
2353	0.3916011569
2354	0.3915669388
2355	0.3915248484
2356	0.3915090049
2357	0.3914854899
2358	0.3914513889
2359	0.3914254602
