iter	Logloss
228	0.4813728518
229	0.4811912645
230	0.4810769743
231	0.4809653352
232	0.4809058881
233	0.4807955945
234	0.4806815892
235	0.4806814508
236	0.480574042
237	0.4803897261
238	0.4802692284
239	0.4801701491
240	0.4800569878
241	0.4799564098
242	0.4798238437
243	0.4797089104
244	0.4795790659
245	0.4795418477
246	0.4794386237
247	0.4794282352
248	0.47937758
249	0.4793765681
250	0.479232194
251	0.479127344
252	0.4790442684
253	0.4788921204
254	0.4788341345
255	0.4787910413
256	0.4786510874
257	0.4785590697
258	0.4785386579
259	0.4784737111
260	0.4784455738
261	0.478374538
262	0.4783191289
263	0.4781931377
264	0.4780493604
265	0.4779732098
266	0.4778786482
267	0.4777363105
268	0.4776590685
269	0.4775314728
270	0.4774942888
271	0.4774766926
272	0.4773838595
273	0.4773796311
274	0.4773023258
275	0.4771449782
276	0.4770517045
277	0.4770161477
278	0.4769163213
279	0.4767933623
280	0.4767273746
281	0.4766914915
282	0.4766326423
283	0.4765887511
284	0.4765082056
285	0.4764379733
286	0.4763775201
287	0.4763037237
288	0.4762003811
289	0.4761780663
290	0.4761636973
291	0.4761253151
292	0.4760069103
293	0.4759561077
294	0.4758426594
295	0.4757453978
296	0.475719958
297	0.4757014011
298	0.4756026574
299	0.4755572927
300	0.4755111534
301	0.4755064425
302	0.4754061253
303	0.475398875
304	0.4753060415
305	0.4751924366
306	0.4751393212
307	0.4750973034
308	0.4750239096
309	0.4750192982
310	0.4748842403
311	0.4747691212
312	0.4746278276
313	0.4745900162
314	0.4745498094
315	0.4745367886
316	0.4744987226
317	0.4743762413
318	0.4743688692
319	0.4743477373
320	0.4742800744
321	0.4742423698
322	0.4741016826
323	0.4740435727
324	0.4740411426
325	0.4739479231
326	0.4739050268
327	0.4739001196
328	0.4738120107
329	0.4737327773
330	0.4736768142
331	0.4736303151
332	0.473576743
333	0.4735767365
334	0.4734924189
335	0.473425527
336	0.4733651533
337	0.4732675916
338	0.4732003055
339	0.4731593237
340	0.4730310949
341	0.472943261
342	0.4728549367
343	0.4727810901
344	0.4727810871
345	0.4726990145
346	0.472623874
347	0.4725483439
348	0.4724914451
349	0.472390651
350	0.4722983941
351	0.4722901167
352	0.472137578
353	0.4720818546
354	0.4720611358
355	0.4719954109
356	0.4719441478
357	0.4719023299
358	0.4718333257
359	0.4718304386
360	0.4717156367
361	0.4716865465
362	0.4715892797
363	0.4715187556
364	0.4715008547
365	0.4714824996
366	0.4714051636
367	0.4713388305
368	0.4712869087
369	0.4712510387
370	0.4711896902
371	0.4711757609
372	0.4711367075
373	0.4711067833
374	0.4710776605
375	0.4710639306
376	0.4710078665
377	0.4709504066
378	0.4708691086
379	0.47079147
380	0.4707348234
381	0.4706579432
382	0.4706270919
383	0.4705669212
384	0.4705079956
385	0.4703421937
386	0.4702972356
387	0.4701638128
388	0.4701385221
389	0.4701134286
390	0.4701068761
391	0.470072376
392	0.4700076016
393	0.4699793445
394	0.469941327
395	0.4699137199
396	0.4699070565
397	0.4698104638
398	0.4697696615
399	0.4697162283
400	0.4696966301
401	0.4696692426
402	0.4696212992
403	0.4695895362
404	0.4694812279
405	0.4694644817
406	0.4693979758
407	0.4693725979
408	0.4693238367
409	0.4693224235
410	0.4693120251
411	0.4692293967
412	0.4691788647
413	0.4691606136
414	0.4691025036
415	0.4690505575
416	0.4690488376
417	0.4690232877
418	0.468936795
419	0.468869717
420	0.4688066546
421	0.4687339061
422	0.4686942596
423	0.4686192341
424	0.468555837
425	0.4685558293
426	0.468538714
427	0.4685387138
428	0.4684702468
429	0.4684702466
430	0.4684635427
431	0.4684168526
432	0.4683910109
433	0.468305564
434	0.4682416711
435	0.4682277603
436	0.4681356811
437	0.4680533749
438	0.4680300113
439	0.4679884109
440	0.4679614171
441	0.4678970445
442	0.4677747323
443	0.4677362577
444	0.467729271
445	0.4675828097
446	0.4675562966
447	0.4675562966
448	0.4675562639
449	0.4674974454
450	0.4674372732
451	0.467402505
452	0.4673727829
453	0.4673336864
454	0.467260752
455	0.4671912079
456	0.4671523836
457	0.467128517
458	0.4671038433
459	0.4671038433
460	0.4670596691
461	0.4670477538
462	0.467007763
463	0.466942738
464	0.4669275956
465	0.466848092
466	0.4668206651
467	0.4668110168
468	0.4667510649
469	0.4667378183
470	0.4667176988
471	0.4666681308
472	0.4666586092
473	0.4666317091
474	0.466556631
475	0.4665144634
476	0.466493643
477	0.4664618082
478	0.4664593329
479	0.4663655576
480	0.4663200807
481	0.466305768
482	0.4663044874
483	0.4661967192
484	0.466096962
485	0.4660202205
486	0.4659950909
487	0.4659919065
488	0.4659919065
489	0.4659851625
490	0.4659604028
491	0.4659069219
492	0.4659058001
493	0.4658882067
494	0.4658511344
495	0.4658219414
496	0.4658219414
497	0.4657716748
498	0.4657184558
499	0.4656125013
500	0.4655267791
501	0.4655024231
502	0.4655003959
503	0.465463999
504	0.4654429987
505	0.4654312074
506	0.4654213826
507	0.4653322797
508	0.4653244842
509	0.4652709281
510	0.4652224519
511	0.4651846781
512	0.4651307017
513	0.465089015
514	0.4650262604
515	0.4650253429
516	0.4649481209
517	0.4649301115
518	0.4649196057
519	0.4648621264
520	0.4648621264
521	0.4648370376
522	0.4647863493
523	0.4647863492
524	0.464717225
525	0.4646268423
526	0.4646087165
527	0.4645911434
528	0.4645598269
529	0.464530305
530	0.4645233326
531	0.464501582
532	0.4644962536
533	0.4643851793
534	0.4642761402
535	0.4642606764
536	0.4641674767
537	0.4641552772
538	0.4640948301
539	0.4640604139
540	0.4640549073
541	0.4640236939
542	0.4640208484
543	0.4639770654
544	0.4639770654
545	0.4639455371
546	0.4639377789
547	0.4638751926
548	0.4638009937
549	0.4637749273
550	0.4637071355
551	0.4636447287
552	0.4635577404
553	0.4635498845
554	0.4635201883
555	0.46346805
556	0.4634609727
557	0.463428456
558	0.4633743659
559	0.4633476364
560	0.4632779747
561	0.4632220801
562	0.4631645248
563	0.4631428334
564	0.4630951987
565	0.4630752173
566	0.4630261552
567	0.4629964246
568	0.4629402034
569	0.4628539084
570	0.4627349033
571	0.4626796979
572	0.4626591602
573	0.4626581323
574	0.4625968864
575	0.4625632612
576	0.4625023828
577	0.4624761017
578	0.4623918496
579	0.4623299898
580	0.4622661365
581	0.462243662
582	0.4622392337
583	0.4621619811
584	0.4621619811
585	0.4620974542
586	0.4620973732
587	0.462068089
588	0.462057898
589	0.4620158124
590	0.4619834488
591	0.4618836258
592	0.4618056711
593	0.4617230705
594	0.4617110679
595	0.4616616794
596	0.4615833424
597	0.4615360349
598	0.4615296683
599	0.4614904818
600	0.4614329903
601	0.4613966017
602	0.4613957304
603	0.4613343859
604	0.4613101144
605	0.461278558
606	0.4612034359
607	0.4611444739
608	0.4611344796
609	0.4611127855
610	0.4610906961
611	0.4610622098
612	0.4610134131
613	0.46098195
614	0.4609393494
615	0.4608711114
616	0.4608481532
617	0.4608212621
618	0.4607968815
619	0.4607926142
620	0.4607916926
621	0.4607576476
622	0.4607039533
623	0.4606802508
624	0.4606544012
625	0.4606067695
626	0.4606066971
627	0.4606056398
628	0.460567033
629	0.4605285642
630	0.4604788111
631	0.4604646507
632	0.4604495742
633	0.4604495739
634	0.4603777731
635	0.4603419741
636	0.46029597
637	0.4602955059
638	0.4602488072
639	0.4602041884
640	0.460197403
641	0.4601569095
642	0.460134515
643	0.4600221422
644	0.4600155749
645	0.4599866703
646	0.459943624
647	0.4599173458
648	0.4599160647
649	0.4598932296
650	0.4598528421
651	0.4597873235
652	0.4597363602
653	0.4597064769
654	0.4596397024
655	0.4595642662
656	0.4595512464
657	0.4594892337
658	0.4594437121
659	0.4594123314
660	0.4593706916
661	0.459330861
662	0.4591983435
663	0.4591737731
664	0.4591238252
665	0.459072596
666	0.4590473997
667	0.4590415736
668	0.4590119379
669	0.4589944369
670	0.4589634814
671	0.4589171204
672	0.4588774615
673	0.4588332237
674	0.4587524194
675	0.4586511515
676	0.4585921191
677	0.4585867338
678	0.4584872872
679	0.4584575566
680	0.4584502168
681	0.4583616426
682	0.4583148891
683	0.4582480501
684	0.4582138145
685	0.4581575852
686	0.4581295332
687	0.458119763
688	0.458115172
689	0.4580534568
690	0.458040956
691	0.4580302437
692	0.4579945937
693	0.4579233539
694	0.4578687929
695	0.4578040826
696	0.457773988
697	0.4577540768
698	0.4576917483
699	0.4576140252
700	0.4575772956
701	0.4575553719
702	0.4575461874
703	0.4574977374
704	0.4574360003
705	0.457421264
706	0.4573363181
707	0.457236491
708	0.4571760415
709	0.4571012292
710	0.4570694787
711	0.4569773503
712	0.4569598659
713	0.4569132102
714	0.4568807393
715	0.4568802975
716	0.4567885635
717	0.4567178068
718	0.4566750993
719	0.4566445156
720	0.4566257289
721	0.4565764611
722	0.4564739801
723	0.4564018038
724	0.4563703285
725	0.4563363061
726	0.4563355744
727	0.4563350438
728	0.4562942325
729	0.456268492
730	0.456168892
731	0.4561518363
732	0.456116784
733	0.4560210236
734	0.4559736244
735	0.4558976478
736	0.4558735372
737	0.4558402467
738	0.4558005727
739	0.4558000049
740	0.4557633688
741	0.4557000921
742	0.4556359138
743	0.4556018406
744	0.4555469588
745	0.4555240386
746	0.4554788034
747	0.4554409968
748	0.4554255904
749	0.4553769625
750	0.4552888462
751	0.4552385594
752	0.4551870291
753	0.4551449217
754	0.4551289026
755	0.4550774157
756	0.4550331977
757	0.4549715627
758	0.4548966384
759	0.4548936103
760	0.4548039075
761	0.4547527421
762	0.4547059004
763	0.45469443
764	0.4546940395
765	0.4546039998
766	0.4545761668
767	0.4545250738
768	0.4544609141
769	0.4543939767
770	0.4543619075
771	0.4543352899
772	0.4543313517
773	0.4542886129
774	0.4542678586
775	0.4541946878
776	0.4541940408
777	0.4541137444
778	0.4540761017
779	0.454012846
780	0.4539788952
781	0.453977223
782	0.4539420147
783	0.453899885
784	0.4537913903
785	0.4537762198
786	0.4536837862
787	0.4536248325
788	0.4535676081
789	0.4534945948
790	0.4534325828
791	0.4533721924
792	0.4533012568
793	0.4532862658
794	0.4532050173
795	0.4531684479
796	0.453055373
797	0.4529863249
798	0.4529751507
799	0.4529042541
800	0.4528682124
801	0.4528421139
802	0.4528411596
803	0.4528162024
804	0.4527932468
805	0.4527068604
806	0.4526545679
807	0.4526264667
808	0.4525478405
809	0.4525057799
810	0.4524234748
811	0.4523950336
812	0.4523426757
813	0.4522873713
814	0.4522499666
815	0.4521986406
816	0.4521823801
817	0.4521282645
818	0.4521153366
819	0.4520893299
820	0.4520501752
821	0.4519957369
822	0.4519805452
823	0.4519519925
824	0.4519147068
825	0.4518850608
826	0.4518480726
827	0.4517826415
828	0.4517651338
829	0.4517456757
830	0.4516783634
831	0.4516244215
832	0.4515726595
833	0.4515318507
834	0.4515158232
835	0.4514798446
836	0.4513849291
837	0.4513259292
838	0.4512805038
839	0.4512505084
840	0.4512336816
841	0.4512153831
842	0.4511886957
843	0.4511619994
844	0.451117954
845	0.4510506744
846	0.4510308306
847	0.4509852462
848	0.4509308784
849	0.4508586105
850	0.4508076052
851	0.4507212057
852	0.4506567347
853	0.4505883972
854	0.4505426029
855	0.4504880157
856	0.450425702
857	0.4503421783
858	0.4502845082
859	0.4502811923
860	0.4502626959
861	0.4501763315
862	0.4501318574
863	0.4500765481
864	0.450035673
865	0.450014889
866	0.4499518533
867	0.4498761908
868	0.449821329
869	0.4497811677
870	0.4497519117
871	0.4497081376
872	0.4496671394
873	0.4496142088
874	0.4495177908
875	0.4494419447
876	0.449405863
877	0.4493529155
878	0.4492897418
879	0.4492234068
880	0.4491463165
881	0.4491139801
882	0.44906886
883	0.4489670583
884	0.4489381255
885	0.4488542635
886	0.4487590582
887	0.4487360675
888	0.4486733889
889	0.4486174838
890	0.4485327541
891	0.4484525014
892	0.4484449171
893	0.4483810852
894	0.4483411374
895	0.4482408302
896	0.4482327264
897	0.4481773206
898	0.448105006
899	0.4480833283
900	0.4480454077
901	0.4480415647
902	0.4480191116
903	0.4479524738
904	0.4478941821
905	0.4478361519
906	0.4478082489
907	0.4477781613
908	0.4477614501
909	0.4477033228
910	0.4476053902
911	0.4475469139
912	0.4474876715
913	0.447437344
914	0.4473936238
915	0.4473091465
916	0.4472540089
917	0.4472300112
918	0.4471248291
919	0.4471058451
920	0.4470723596
921	0.447017793
922	0.4469994268
923	0.446887161
924	0.4468133429
925	0.4467469499
926	0.4467007927
927	0.4466940138
928	0.4466514539
929	0.4465496241
930	0.4464984484
931	0.4464450489
932	0.4463786678
933	0.4463578555
934	0.4462929141
935	0.4462050629
936	0.4461525258
937	0.4461293087
938	0.4460259148
939	0.445954138
940	0.4458619157
941	0.4457928398
942	0.4457447204
943	0.4456643028
944	0.4456047353
945	0.4455495385
946	0.4455203239
947	0.4454136029
948	0.4453466719
949	0.4453235004
950	0.4452885127
951	0.4452251892
952	0.445149309
953	0.4450953099
954	0.4450630213
955	0.4450162119
956	0.4449397802
957	0.4448476384
958	0.4448204891
959	0.4448086136
960	0.4447838041
961	0.4447699179
962	0.4446783148
963	0.4446320321
964	0.4446160745
965	0.4445527781
966	0.4445292237
967	0.4444683205
968	0.4444306951
969	0.4443562436
970	0.4443326051
971	0.4443005665
972	0.4442345954
973	0.4441380959
974	0.4440512518
975	0.444005502
976	0.443911726
977	0.4438814589
978	0.4438287606
979	0.4437293
980	0.4436600804
981	0.4436438947
982	0.4435708179
983	0.4435090013
984	0.4434693347
985	0.4434125115
986	0.4433678906
987	0.4433538463
988	0.4433323036
989	0.4432369558
990	0.4432142126
991	0.443186496
992	0.4431278168
993	0.4430488579
994	0.4429793826
995	0.4429206781
996	0.4428798788
997	0.4428427446
998	0.4427541132
999	0.4426831214
1000	0.4426652286
1001	0.4426139594
1002	0.4425831727
1003	0.4424755342
1004	0.4424664509
1005	0.4424493767
1006	0.4424107908
1007	0.4423989719
1008	0.442337376
1009	0.4422481397
1010	0.4422125675
1011	0.4421842354
1012	0.4421294142
1013	0.442113609
1014	0.4420909761
1015	0.4420325031
1016	0.4419904224
1017	0.4419414978
1018	0.4418654224
1019	0.4418190719
1020	0.4417641317
1021	0.4417191458
1022	0.4416943907
1023	0.4416438943
1024	0.4415915323
1025	0.4415269095
1026	0.4414814635
1027	0.4414395639
1028	0.4414041788
1029	0.4412115978
1030	0.4411455099
1031	0.4410848406
1032	0.4410385308
1033	0.4409880815
1034	0.4409515271
1035	0.440899205
1036	0.4408416165
1037	0.4407959189
1038	0.440736597
1039	0.440689217
1040	0.4406844438
1041	0.4406008603
1042	0.4405563539
1043	0.4405113388
1044	0.4404906516
1045	0.4404341598
1046	0.4403600585
1047	0.4402446818
1048	0.4402181494
1049	0.4401975057
1050	0.4401708051
1051	0.4401050776
1052	0.4400654548
1053	0.4399940136
1054	0.4399340373
1055	0.4398835327
1056	0.4398036293
1057	0.4397445735
1058	0.4397184402
1059	0.4396310107
1060	0.439623549
1061	0.4395856726
1062	0.4395654044
1063	0.4394728908
1064	0.4394440863
1065	0.4393940065
1066	0.4393406062
1067	0.4393043032
1068	0.4392302062
1069	0.4391951388
1070	0.4391563681
1071	0.4391375652
1072	0.4390844324
1073	0.4390824578
1074	0.4390609127
1075	0.4390060042
1076	0.4389212857
1077	0.4388746229
1078	0.4388160643
1079	0.4387723271
1080	0.4387394896
1081	0.4386540193
1082	0.438601767
1083	0.4385736559
1084	0.4384954727
1085	0.4384585917
1086	0.4384380047
1087	0.4383893971
1088	0.4383561967
1089	0.4383171737
1090	0.4382887655
1091	0.4382505726
1092	0.4381905266
1093	0.4381687145
1094	0.4381365931
1095	0.4381124833
1096	0.4380692707
1097	0.4380046542
1098	0.4379593369
1099	0.4379049096
1100	0.437900642
1101	0.4378829601
1102	0.437844891
1103	0.4377507493
1104	0.4376687664
1105	0.4376253105
1106	0.4376079165
1107	0.4376051136
1108	0.4375769423
1109	0.4375293716
1110	0.4374634811
1111	0.4374176756
1112	0.4373865082
1113	0.4373674243
1114	0.437344672
1115	0.437328754
1116	0.4373190378
1117	0.4372839587
1118	0.4372778812
1119	0.4372566648
1120	0.4372277199
1121	0.4371699052
1122	0.4371098128
1123	0.437076643
1124	0.4370191578
1125	0.4369758554
1126	0.4369170186
1127	0.4368528825
1128	0.4367970118
1129	0.4367580753
1130	0.4367352492
1131	0.436689072
1132	0.4366360937
1133	0.4365778369
1134	0.4364873688
1135	0.4364646444
1136	0.436457194
1137	0.4363359071
1138	0.4362988557
1139	0.4362760197
1140	0.4362348948
1141	0.436195793
1142	0.4361762079
1143	0.4361322743
1144	0.4360180572
1145	0.4359949222
1146	0.4359520364
1147	0.4358571771
1148	0.4357631232
1149	0.4357184249
1150	0.4356853055
1151	0.4356577967
1152	0.435621078
1153	0.4355664569
1154	0.4355494157
1155	0.4355202942
1156	0.4354320228
1157	0.4354007336
1158	0.4353732447
1159	0.435320963
1160	0.4352942676
1161	0.4352391014
1162	0.4351941042
1163	0.4351582954
1164	0.4351140693
1165	0.4350724272
1166	0.4350540604
1167	0.4349927643
1168	0.4349841072
1169	0.4349225233
1170	0.4349039599
1171	0.4348621001
1172	0.4348336495
1173	0.4347911206
1174	0.4347642014
1175	0.4347429888
1176	0.4347252173
1177	0.4346878703
1178	0.4345793508
1179	0.4345076193
1180	0.4344745518
1181	0.4344176255
1182	0.4343631082
1183	0.4343178315
1184	0.4342682093
1185	0.434227407
1186	0.434218708
1187	0.4341781008
1188	0.4340963485
1189	0.4340800472
1190	0.4340123048
1191	0.4339419582
1192	0.4338941738
1193	0.4338437281
1194	0.433829132
1195	0.4337861616
1196	0.4337657376
1197	0.4337333243
1198	0.4336758316
1199	0.4336053558
1200	0.4335411704
1201	0.4334905743
1202	0.433441217
1203	0.4333846975
1204	0.4333069311
1205	0.433257988
1206	0.4332365556
1207	0.4331831529
1208	0.4331627051
1209	0.4330977864
1210	0.4330812158
1211	0.4330184119
1212	0.4329796333
1213	0.4329605218
1214	0.4329170763
1215	0.4328665739
1216	0.4328370829
1217	0.4327772149
1218	0.4327345104
1219	0.4326857364
1220	0.4326496924
1221	0.4326342132
1222	0.4325958843
1223	0.4325404352
1224	0.4325182131
1225	0.4324480965
1226	0.4324208691
1227	0.4323568015
1228	0.4323501511
1229	0.4323280577
1230	0.4323243784
1231	0.4322611283
1232	0.4322306799
1233	0.4321766162
1234	0.432121462
1235	0.4321196694
1236	0.4320984815
1237	0.432076376
1238	0.4320376973
1239	0.4320222165
1240	0.4319679964
1241	0.4319344078
1242	0.4319056365
1243	0.4318950375
1244	0.4318772445
1245	0.4318369603
1246	0.4317394373
1247	0.431707919
1248	0.4316761819
1249	0.4316496372
1250	0.4316106505
1251	0.4315636708
1252	0.4315276356
1253	0.4314804256
1254	0.4314747019
1255	0.4314482823
1256	0.4314410411
1257	0.4313667273
1258	0.4313369265
1259	0.4312558337
1260	0.4311930215
1261	0.4311850991
1262	0.4311459499
1263	0.4311228531
1264	0.4310988227
1265	0.4310614171
1266	0.4310357934
1267	0.4309877647
1268	0.4309143623
1269	0.4309071825
1270	0.4308895579
1271	0.4308565471
1272	0.4308554767
1273	0.4308179296
1274	0.4307953411
1275	0.4307765708
1276	0.4306927134
1277	0.4306810507
1278	0.4306023296
1279	0.4305463954
1280	0.4305084018
1281	0.4304048309
1282	0.4303719714
1283	0.4303241349
1284	0.4302958439
1285	0.4302258881
1286	0.4302033525
1287	0.4301594732
1288	0.4301238622
1289	0.4301213746
1290	0.4300962993
1291	0.4300078508
1292	0.4299778614
1293	0.4299362799
1294	0.4298972701
1295	0.4298616294
1296	0.4297530884
1297	0.4296842508
1298	0.4296357349
1299	0.4295995598
1300	0.4295931089
1301	0.4295434243
1302	0.4295309397
1303	0.4294723575
1304	0.4294346663
1305	0.429389851
1306	0.4293661699
1307	0.4293190309
1308	0.4292866025
1309	0.4292308266
1310	0.429202533
1311	0.4290993845
1312	0.4290730734
1313	0.4290354759
1314	0.4290047028
1315	0.4289714812
1316	0.4289414754
1317	0.4289177905
1318	0.4288816536
1319	0.4288517824
1320	0.4288294069
1321	0.4288220779
1322	0.4287849369
1323	0.4287652549
1324	0.4286989283
1325	0.4286742255
1326	0.4286295136
1327	0.4285489607
1328	0.4285169085
1329	0.4284728577
1330	0.4284089042
1331	0.4283453217
1332	0.4283295272
1333	0.4283064764
1334	0.4282641011
1335	0.4282259471
1336	0.4281628561
1337	0.4281268457
1338	0.4280927431
1339	0.428067847
1340	0.4280360956
1341	0.428018452
1342	0.4279488418
1343	0.4279133505
1344	0.4278804897
1345	0.4278462927
1346	0.4278024653
1347	0.427748829
1348	0.4276583456
1349	0.4275782537
1350	0.4275173821
1351	0.4274981563
1352	0.427466091
1353	0.4274408638
1354	0.427368071
1355	0.4273045412
1356	0.4272484635
1357	0.4271720381
1358	0.4271397666
1359	0.427081748
1360	0.4270377329
1361	0.4270108384
1362	0.4269611909
1363	0.4269061979
1364	0.4268904299
1365	0.42683508
1366	0.4268206568
1367	0.4267451278
1368	0.4267145301
1369	0.4266900535
1370	0.4266791446
1371	0.4266140115
1372	0.426586514
1373	0.4265393089
1374	0.4264811598
1375	0.4264547661
1376	0.4264208745
1377	0.4263817089
1378	0.4263478223
1379	0.4263142616
1380	0.4262734606
1381	0.4262306864
1382	0.4261914256
1383	0.4261516764
1384	0.4261166561
1385	0.4260354775
1386	0.4259922405
1387	0.4259452027
1388	0.4259077197
1389	0.4258627939
1390	0.4258045735
1391	0.4257539253
1392	0.42571777
1393	0.4256963829
1394	0.4256840896
1395	0.4256681187
1396	0.4256300631
1397	0.4255280864
1398	0.42547527
1399	0.4254317269
1400	0.425362828
1401	0.425343382
1402	0.4252808251
1403	0.4252070738
1404	0.4251620724
1405	0.4250875501
1406	0.4249955644
1407	0.4249887872
1408	0.4249837932
1409	0.4249551396
1410	0.4249267869
1411	0.4249181771
1412	0.4248592817
1413	0.4248209479
1414	0.4248163324
1415	0.4247357621
1416	0.4246753158
1417	0.4246131576
1418	0.4245738152
1419	0.4245735272
1420	0.4244672581
1421	0.4244356281
1422	0.4244124315
1423	0.4243616728
1424	0.4243480918
1425	0.4243037073
1426	0.42428567
1427	0.4242518299
1428	0.4242114782
1429	0.4241245645
1430	0.4241031172
1431	0.4240773616
1432	0.4240756489
1433	0.4240614795
1434	0.4240336562
1435	0.4239727971
1436	0.4239419618
1437	0.4238944489
1438	0.4238619565
1439	0.4237928367
1440	0.4237693142
1441	0.423751408
1442	0.4237307972
1443	0.4237015103
1444	0.4236653771
1445	0.4236153621
1446	0.4235529568
1447	0.4235422304
1448	0.4234808216
1449	0.423453872
1450	0.4234208127
1451	0.4233844501
1452	0.4233478528
1453	0.4233283852
1454	0.4232834325
1455	0.4232238397
1456	0.4231722692
1457	0.4231488195
1458	0.4231418635
1459	0.4231117012
1460	0.4230876066
1461	0.4230720131
1462	0.42303149
1463	0.4229791555
1464	0.4229508248
1465	0.4228654673
1466	0.4228508478
1467	0.4228189463
1468	0.4227856011
1469	0.4227589117
1470	0.4226838702
1471	0.4226470754
1472	0.4225888648
1473	0.4225463064
1474	0.4225019768
1475	0.4224774862
1476	0.4224755252
1477	0.4224013936
1478	0.4223864895
1479	0.4223165187
1480	0.4222536135
1481	0.4222343855
1482	0.4221983154
1483	0.4221773766
1484	0.4221609627
1485	0.4221429964
1486	0.4220935066
1487	0.4220458403
1488	0.4220260655
1489	0.421937769
1490	0.4219103138
1491	0.4218924727
1492	0.4218389697
1493	0.4217816525
1494	0.4217487192
1495	0.4217289179
1496	0.4216836669
1497	0.4216391986
1498	0.4216151017
1499	0.4215259033
1500	0.4215207654
1501	0.4214770566
1502	0.4214301778
1503	0.4214127578
1504	0.4213626071
1505	0.4213180399
1506	0.4212757164
1507	0.4212389402
1508	0.421203887
1509	0.4211657198
1510	0.4211353661
1511	0.421089293
1512	0.4210329042
